ID,READER,SUBSET,PROJ.,BOOK ID,CH. TITLE,PROJECT TITLE,SEX,NAME
111615,6415,train-clean-100,7302,22699,06 - Confessions of a Colyumist,Pipefuls, F , Daryl Wor
111754,8011,train-clean-360,7308,20151,James Monroe,Hidden Treasures, M , Greg Giordano
111961,5909,train-clean-360,7313,36423,14 - Fun in the Foothills,Pony Rider Boys in the Alkali, M , Mark Mickelson
112011,7945,train-clean-360,7317,20357,Chapter IV,Jerry, F , Lois Browne
112056,7981,train-clean-360,7319,27706,03 - A Great Household,Life of St. Vincent de Paul, M , timothyFR
112187,7688,train-clean-360,7326,1805,08 - Shearing the Wolf,Gentle Grafter, M , Leslie Walden
112586,8014,train-clean-100,7347,41666,00 - Preface,Story of Ancient Irish Civilisation, F , constatine
112761,6937,train-clean-360,7355,36668,3 - The Eagles,Polish Fairy Tales, F , DVoice
113272,7933,train-clean-360,7376,30127,The Old Curiosity Shop - The Wanderers,Tales From Dickens, F , Highlandoaks
114256,8066,train-clean-360,7427,13384,43 - The Killer Killed,Covered Wagon, M , Tim Cote
114452,6924,train-clean-360,7433,2816,4 - Section 4,City of the Sun, F , Rapunzelina
114468,7832,train-clean-360,7436,7862,"06 - Ch 03: Beside the River, part 2",Sword of Antietam, M , DJRickyV
114971,8097,train-clean-360,7463,41921,10 - The Buyer of Sorrows,Maker of Rainbows, F , lewildesen
115046,8176,train-clean-360,7468,4227,Anxious Days,Tom Swift and His Wireless Message, M , Jon Kerfoot
115686,8119,train-clean-360,7509,32530,"06 - The ""Wyoming Massacre""",Armageddon- 2419 A.D., M , Malcolm Cameron
115968,3483,train-clean-360,7527,32530,Ch 7 - Incredible Treason,Armageddon- 2419 A.D. (Version 2), M , Alan Winterrowd
116629,6415,train-clean-100,7565,14627,Chapter 7: A Thunder Clap,Veronica, F , Daryl Wor
116797,8163,train-clean-360,7577,16537,14 - The Paradise Of Children,Myths That Every Child Should Know, F , Greengecko
117095,7967,train-clean-360,7593,41651,05 - The Piper,"Futuria Fantasia, Spring 1940", F , Lois Hill
117382,8195,train-clean-360,7617,533,"02 - ""Wet year! Wet year!"" prophesied the Cardinal",Song of the Cardinal, M , Mr Krause
117866,8011,train-clean-360,7654,15929,The Search for a Good Child,Mother Stories, M , Greg Giordano
117899,7437,train-clean-360,7659,15776,01 - Introductory,Economic Consequences of the Peace, M , Graham McMillan
118101,8051,train-clean-100,7670,15263,01 - Several Arrivals From Different Places,"Underground Railroad, Part 2", F , Maria Kasper
118436,251,dev-clean,7692,42259,01  - Death Strikes a King,People of the Black Circle, M , Mark Nelson
119253,231,train-clean-360,7761,43249,02 - Chapter 2,Our Little Canadian Cousin, M , Sean McGaughey
119295,3157,train-clean-360,7764,15158,8 - Major Natural Disasters: Tornadoes; Winter Storms; Earthquakes,"In Time Of Emergency: A Citizen's Handbook On Nuclear Attack, Natural Disasters", F , TriciaG
119637,3483,train-clean-360,7786,25438,08 - Ch 8 - Hypnotic Torture,Airlords of Han, M , Alan Winterrowd
119902,8051,train-clean-100,7812,14055,War Bread,Food Guide for War Service at Home, F , Maria Kasper
120277,8396,train-clean-360,7850,17807,23 - Uncle Wiggily and the Sunbeam,Uncle Wiggily in the Woods, M , gloriousjob
120318,7939,train-clean-360,7859,5961,Chapter XVIII,Samuel the Seeker, M , DPranitis
120342,6454,train-clean-100,7868,32455,Christmas Waits In Boston Part 1,Christmas Eve and Christmas Day, M , David Wales
120583,6574,train-clean-360,7891,1249,07 - Chapter 7,Anthem (version 2), M , Caden Vaughn Clegg
121024,38,train-clean-360,47,1184,Number 34 and Number 27,Count of Monte Cristo, M , R. Francis Smith
121140,22,train-clean-360,52,1941,Letter 5,Letters of Two Brides, F , Michelle Crandall
121331,249,train-clean-360,55,805,Bk1 Ch4 Pt1,This Side of Paradise, M , pww214
121382,274,train-clean-360,57,1259,12 - In which it is shown that if Porthos was discontented with,Twenty Years After, F , Eileen George
121528,258,train-clean-360,65,1727,Book 15,Odyssey, M , Kurt Wong
121541,79,train-clean-360,67,1004,"Bk 1, Inferno: Canto XVI - Canto XX",Divine Comedy, F , Jennifer Crispin
121652,289,train-clean-100,74,5312,Introduction,Mother Goose in Prose, F , Barbara Wedge
121720,115,train-clean-360,78,1989,Preface and Letter A,Foolish Dictionary, F , Maddie
121741,288,train-clean-360,79,9301,Kirsty,Ranald Bannerman's Boyhood, F , Bookworm
121799,1413,train-clean-360,81,15489,The Dream Mechanism,Dream Psychology, M , ryanaw
121891,159,train-clean-360,85,14328,"Bk 3: Section III, and Song III: The Insatiableness of Avarice",Consolation of Philosophy, M , hugh mac
121914,39,train-clean-100,86,158,Vol. 1 Ch. 01,Emma, F , Sherry Crowther
122025,176,train-clean-360,94,289,Mr. Toad,Wind in the Willows, M , Vinny Bove
122150,196,train-clean-100,97,5658,Chapter 2,Lord Jim, M , Stewart Wills
122255,201,train-clean-100,104,964,Little John and the Tanner of Blyth,Merry Adventures of Robin Hood, M , Joplin James
122425,211,train-clean-100,120,1257,HIS MAJESTY KING LOUIS XIII,Three Musketeers, F , shanda_w
122538,226,train-clean-100,126,3659,14 - In Deryck's Safe Control,Rosary, F , Deb Bacon-Ziegler
122612,1320,test-clean,132,940,Chapter 22,Last of the Mohicans, M , number6
122625,242,train-clean-360,133,1260,Chapter 00,Jane Eyre, F , Cagirlwithasoutherndrawl
122789,166,train-clean-360,143,210,Section 3,International Episode, F , Paula Berinstein
122797,672,test-clean,144,1597,The Fir Tree,Andersens Fairy Tales, M , Taylor Burton-Edward
122819,426,train-clean-100,145,47,A Question of Color,Anne of Avonlea, F , Norah Piehl
122863,698,train-clean-360,146,45,Anne Comes to Grief in an Affair of Honor,Anne of Green Gables, F , Randi Warwick
122944,115,train-clean-360,152,4363,Apophtegms and Interludes,Beyond Good and Evil, F , Maddie
123013,362,train-clean-360,155,271,Chapter 12  A Stormy Day,Black Beauty: The Autobiography of a Horse, F , Judith Brown
123059,534,train-clean-360,158,215,Chapter 5-6,Call of the Wild, F , Jean O'Sullivan
123133,820,train-clean-360,162,2142,Chapter 25,Childhood, M , Scoot
123163,636,train-clean-360,164,9101,"Fish, Oysters, &c.","Domestic Cookery, Useful Receipts, and Hints to Young Housekeepers", F , Zale Schafer (Rose May Chamberlin Memorial Foundat
123190,829,train-clean-360,166,51,Chapter 11 - The Round of Life,Anne of the Island, F , frenchfry
123266,882,train-clean-360,174,3748,Chapter 13,Journey to the Interior of the Earth, F , Mur Lafferty
123349,27,train-clean-100,184,1468,"Chapter V, Part 3","History of England, from the Accession of James II - (Volume 1, Chapter 05)", M , Sean McKinley
123440,260,test-clean,200,11,Chapter 2,Alice's Adventures in Wonderland, M , Brad Bush
123500,303,train-clean-360,205,62,Chapter 02,Princess of Mars, M , Tony Hightower
123602,398,train-clean-360,213,367,Captain Littlepage,Country of the Pointed Firs, M , James Smith
123715,806,train-clean-360,220,600,Part 1 Chapter 8,Notes from the Underground, M , Aaron Andradne
123852,121,test-clean,229,1041,Sonnets 41-50,Shakespeare's Sonnets, F , Nikolle Doolin
123866,439,train-clean-360,230,2003,L'Apprenti Sorcier,Spirits in Bondage, M , Robert Garrison
123882,205,train-clean-360,233,3533,L'Envoi. The Train to Mariposa,Sunshine Sketches of a Little Town, F , Esther
123998,154,train-clean-360,240,6763,Chapters 6-8,Poetics, M , Robert Foster
124139,200,train-clean-100,253,1342,Chapter 8,Pride and Prejudice, F , Maureen S. O'Brien
124221,806,train-clean-360,256,6753,Chapter 14,Psmith in the City, M , Aaron Andradne
124368,340,train-clean-360,264,2657,Chapter 1,Lincoln at Cooper Union, M , Scott Henkel
124404,311,train-clean-100,269,59,Chapter 5,Discourse on the Method of Rightly Conducting Ones Reason and of Seeking Truth, M , deadwhitemales
124439,23,train-clean-360,271,345,Chapter 14,Dracula, F , Anita Roy Dobbs
124520,512,train-clean-360,279,543,Chapter 7,Main Street, M , Anthony Craine
124554,208,train-clean-360,280,24055,"<a href=""http://bartleby.com/44/1/1.html"">Book 01</a>",Sayings of Confucius, F , Andrea L
124587,2230,train-clean-360,281,6917,04-04 Savareen's Disappearance - Chapter 4,Gerrard Street Mystery and Other Weird Tales, F , Isosceles
124990,409,train-clean-360,304,34901,Ch 4  Of the Limits to the Authority of Society,On Liberty, M , Mike Kauffmann
124992,27,train-clean-100,305,8318,Part 1 (Chapters 1-8),Bible (DRV) Apocrypha/Deuterocanon: Judith, M , Sean McKinley
124994,475,train-clean-360,306,2830,Reginald,Reginald, M , Jason X.
125084,126,train-clean-360,313,4077,EARLY LIFE,Chronicles of Canada Volume 02 - Mariner of St. Malo : A Chronicle of the Voyages of Jacques Cartier, F , Susan Denney
125118,497,train-clean-360,316,883,bk1_05 - Book the First - Chapter 05 BOFFIN'S BOWER,Our Mutual Friend, M , audiotoshokan
125237,1081,train-clean-100,319,14971,Rise of John de Witt. The First English War,History of Holland, M , Fracture
125882,369,train-clean-360,351,500,Chapter 35,Adventures of Pinocchio, M , Kevin Readdean
125941,335,train-clean-360,355,54,The Scarecrow Plans an Escape,Marvelous Land of Oz, M , Paul Harvey
126107,150,train-clean-100,369,697,Put Me In Again.,Light Princess, F , Fox in the Stars
126133,237,test-clean,370,2770,Polly is Comforted,Five Little Peppers and How They Grew, F , rachelellen
126208,93,train-clean-360,373,153,1-05 Part First - Chapter 5,Jude the Obscure, F , Kathy
126286,337,train-clean-360,375,2591,"Twelve Dancing Princesses, The",Grimms' Fairy Tales, F , Barbara Harvey
126408,323,train-clean-360,380,778,A Seige and Bed,Five Children and It, F , Erica Kuntz
126480,479,train-clean-360,385,572,The Pie and the Patty-Pan,Great Big Treasury of Beatrix Potter, F , wedschild
126539,227,train-clean-360,387,141,Chapter 20,Mansfield Park, F , Sarah Key-DeLyria
126577,203,train-clean-360,388,2776,"Adjustment of Nature, An",Four Million, F , Marian Brown
126600,208,train-clean-360,393,13035,The Goop Directory,Goop Directory, F , Andrea L
126732,777,dev-clean,406,974,Chapter 3,Secret Agent, M , fling93
126784,200,train-clean-100,413,9845,Chapter 5,Spy, F , Maureen S. O'Brien
126826,451,train-clean-360,415,5342,11 - The Story Girl Does Penance,Story Girl, F , Sonserae Leese-Calver
126851,208,train-clean-360,416,501,The Third Chapter - More Money Troubles,Story of Doctor Dolittle, F , Andrea L
126928,593,train-clean-360,419,216,Chapters 19-27,Tao Teh King, M , Eric S. Piotrowski
126945,580,train-clean-360,422,7142,"Book 1, ch. 01",History of the Peloponnesian War, M , Ryan
126975,412,train-clean-100,424,204,04 - The Flying Stars,Innocence of Father Brown, M , Brian Roberg
127105,121,test-clean,431,209,Chapter 00,Turn of the Screw, F , Nikolle Doolin
127215,278,train-clean-360,437,619,Mount Olympus,Warden, F , AliceG
127518,781,train-clean-360,449,120,Chapters 7-8,Treasure Island, M , Mitchell Dwyer
127579,637,train-clean-360,452,1900,Chapter 15,Typee, M , Michael Scherer
127685,596,train-clean-360,464,7091,01b - Chapter 1 beginning with First View: The Bridal Veil,Yosemite, F , Carol Goode
127731,594,train-clean-360,470,8183,Coming of the Sea,Time and the Gods, M , KentF
127786,201,train-clean-100,480,5921,Chapter 28,Don Quixote - Vol. 1, M , Joplin James
127936,231,train-clean-360,489,10373,XXXIV THE WHIP HAND,Middle Temple Murder, M , Sean McGaughey
128036,208,train-clean-360,497,1593,How to Tell the Birds from the Flowers,How to Tell the Birds from the Flowers, F , Andrea L
128104,1272,dev-clean,502,14240,A 'Jolly' Art Critic,Reviews, M , John Rose
128226,1392,train-clean-360,509,1998,Part 1: III. Backworldsmen,Thus Spake Zarathustra: A Book for All and None, M , Chris Masterson
128309,353,train-clean-360,510,98,I.VI: The Shoemaker,Tale of Two Cities, M , Jamey Osborne
128618,1081,train-clean-100,530,18542,FIFTEEN WAYS TO COOK PERCH,How to Cook Fish, M , Fracture
128659,1183,train-clean-100,533,18992,Childhood,Current Superstitions, F , roolynninms
128684,911,train-clean-100,534,32547,The Place of Affectional Facts in a World of Pure Experience,Essays in Radical Empiricism, M , frankjf
128761,359,train-clean-360,544,2166,Chapter 20,King Solomon's Mines, M , John Nicholson
128982,441,train-clean-100,562,17188,The Pirate who could not Swim,Buccaneers and Pirates of Our Coasts, F ," Sandra in Wales, United Kingdom"
129011,664,train-clean-360,563,599,The Green Silk Purse,Vanity Fair, F , Wendy G.
129236,1088,train-clean-100,573,2944,Essay 05 - Love,"Essays, First Series", F , Christabel
129317,114,train-clean-360,578,730,Chapter 34,Oliver Twist, F , Jen Kidd
129388,986,train-clean-360,583,972,F,Devil's Dictionary, M , Michael Kirkpatrick
129440,487,train-clean-360,588,20,"Book Five, Part 1",Paradise Lost, M , Clayton J. Smith
129513,119,train-clean-360,594,83,The Gun Club,From the Earth to the Moon, M , Alex Patterson
129581,716,train-clean-360,597,159,THE MAN WHO HAD NOWHERE TO GO,Island of Dr. Moreau, M , martyd
129623,576,train-clean-360,600,160,Chapters XVI-XX,Awakening, F , Caroline Mercier
129659,296,train-clean-360,602,4280,Of the equivocal Nature of Amphiboly (15min),Critique of Pure Reason, M , Carl Manchester
129742,652,dev-clean,605,18435,Salads,Good Things to Eat As Suggested By Rufus, M , Scott Walter
129766,328,train-clean-100,606,370,When I parted with my brother...,Fortunes and Misfortunes of the Famous Moll Flanders, F , Elizabeth Palmer
129790,224,train-clean-360,607,1965,Don Diego,Captain Blood, F , Caitlin Kelly
129974,227,train-clean-360,620,161,Chapter 15,Sense and Sensibility, F , Sarah Key-DeLyria
130093,398,train-clean-360,626,73,Chapter 01,Red Badge of Courage, M , James Smith
130125,3889,train-clean-360,627,103,09 - Chapter 20,Around the World in Eighty Days (version 3), F , Alina
130164,1195,train-clean-360,628,514,22 - Pleasant Meadows,Little Women, F , Jennette Selig
130225,272,train-clean-360,632,1892,Chapter 1,Extracts from Adam's Diary, M , Mr. Baby Man
130296,606,train-clean-360,638,17946,Chapters 6-7,Eirik the Red's Saga, M , Julian Jamison
130486,1379,train-clean-360,649,18362,Literary Expressions: Absolutely vulgarized by too perpetual a parroting - Awaiting his summons to the eternal silence,Fifteen Thousand Useful Phrases, M , Ken Crooker
130560,510,train-clean-360,650,11938,Karmu and Dharmu,"Folklore of the Santal Parganas, Vol. 1", M , Kirk Thomas
130588,957,train-clean-360,651,17958,Chapter 09,Warlord of Kor, M , iscatel
130625,953,train-clean-360,654,308,Chapter 04,Three Men in a Boat (To Say Nothing of the Dog), M , Jim Mullins
130644,248,train-clean-100,655,7469,Chapter 04,Daniel Deronda, F , Becky Miller
130726,652,dev-clean,657,9464,"Bohemia of the Present, As it is in Germany/recipe",Bohemian San Francisco, M , Scott Walter
130739,831,train-clean-100,659,1264,01 - Chapters 01 to 03,Wheels of Chance, M , Nick Gallant
130755,472,train-clean-360,661,105,Chapter 2,Persuasion, F , Tina Tilney
130870,834,train-clean-360,665,2488,Strolling the Plains,Twenty Thousand Leagues Under the Sea, F , nausicaa
130974,373,train-clean-360,670,1404,Federalist No. 01 by Alexander Hamilton,Federalist Papers, F , Kim Braun
131096,2910,train-clean-100,672,4925,Cupid and Psyche,Bulfinchs Mythology: The Age of Fable, F , Janna
131203,207,train-clean-360,676,225,Chapter 17,At the Back of the North Wind, M , Kevin McAsh
131226,511,train-clean-360,677,22472,Chapter 2,Book of the Damned, M , Matthew Shepherd
131256,225,train-clean-360,679,541,Chapter 04,Age of Innocence, F , Brenda Dayne
131294,868,train-clean-360,681,769,Chapter 5,Book of Tea, M , Mike Rosenlof
131532,226,train-clean-100,697,969,Chapter X,Tenant of Wildfell Hall, F , Deb Bacon-Ziegler
131704,770,train-clean-360,707,820,The Age Of Electricity,"Edison, His Life and Inventions", M , Justin S Barrett
131882,492,train-clean-360,714,103,"In Which Phileas Fogg and Passepartout Accept Each Other, the One as Master, the Other as Man",Around the World in Eighty Days, M , TBOL3
132069,203,train-clean-360,725,3707,"Pendulum, The",Trimmed Lamp: and other Stories of the Four Million, F , Marian Brown
132101,2230,train-clean-360,726,8994,A New Lesson to Learn,What Katy Did, F , Isosceles
132112,625,train-clean-100,727,408,"Chapter 7 - Of the Black Belt, part 2",Souls of Black Folk, M , toriasuncle
132272,764,train-clean-360,744,575,<b>Essays 4-8</b>,Essays of Francis Bacon, M ," Carl Vonnoh, III"
132291,922,train-clean-360,746,19471,Chapter 02,Badge of Infamy, M , Steven H. Wilson
132484,2113,train-clean-360,755,2554,23 - Part 4 Chapter 3,Crime and Punishment, M , Andrew Vidal
132530,2411,train-clean-360,759,3268,"Vol 01, Ch. 03",Mysteries of Udolpho, F , kristiface
132644,434,train-clean-360,761,19942,Chapter 19,Candide, F , Joyce Nussbaum
132705,948,train-clean-360,767,1250,Chapter 07,Anthem, F , Chere Theriot
132717,339,train-clean-360,769,32,01  A Not Unnatural Enterprise,Herland, F , Heather Ordover
132776,1052,train-clean-360,774,2439,"Chapter IX, Part 3","History of England, from the Accession of James II - (Volume 2, Chapter 09)", F , Kathy Jacobs
132800,1316,train-clean-360,775,2439,"Chapter X, Part 8","History of England, from the Accession of James II - (Volume 2, Chapter 10)", M , Estragon
132821,1053,train-clean-360,778,3454,"False Prince and True, Portugal",Lilac Fairy Book, F , katyleah
132864,699,train-clean-360,780,16389,Chapter  02,Enchanted April, F , Diana Kiesners
132891,1093,train-clean-360,781,556,Brother Square Toes,Rewards and Fairies, F , Kiki Baessell
133220,1031,train-clean-360,802,20190,"<a href=""http://docs.google.com/View?docid=dfxw7vh2_8csdksc"">Customs of Mourning, Visiting Cards, and Dress. Anniversaries.</a>",Handy Cyclopedia of Things Worth Knowing, F , swroot
133263,1058,train-clean-360,803,815,Chapter II: Origin Of The Anglo-AmericansPart I,Democracy in America Vol. I, M , James Tiley
133393,1028,train-clean-360,814,2865,Chapter 06 - How Otto Lived in the Dragon's House,Otto of the Silver Hand, M , Tim Lundeen
133424,1012,train-clean-360,816,16,The Mermaid's Lagoon,Peter Pan, F , Lizzie Oldfather
133440,1914,train-clean-360,817,35,Chapter 6,Time Machine, M , Kevin Kivikko
133447,1018,train-clean-360,818,5308,Chapter I: Only the Guardian,Paradise Mystery, M , JimmyLogan
133604,1188,test-clean,825,20019,Lecture III: Color,Lectures on Landscape, M , Duncan Murrell
133630,359,train-clean-360,830,711,INTRODUCTION,Allan Quatermain, M , John Nicholson
133695,1098,train-clean-100,836,2833,Chapter 07,Portrait of a Lady Vol 1, F , Merryb
133834,1222,train-clean-360,845,786,"Book 3, Chapter 6",Hard Times, M , Joseph Ugoretz
134119,1050,train-clean-360,859,3028,Preface / The Lady Who Put Salt in Her Coffee,Peterkin Papers, F , entada
134148,3825,train-clean-360,862,620,11 - Peter and Paul,Sylvie and Bruno, M , Matt Wills
134170,1311,train-clean-360,863,18492,Chapter 08 - Plague!,Star Surgeon, M , Scott D. Farquhar
134312,476,train-clean-360,874,2688,Chapter VI,Clue of the Twisted Candle, M , Chuck Spann
134420,3347,train-clean-360,876,967,CHAPTER 58,Life And Adventures Of Nicholas Nickleby, F , tornadogrrrl
134434,1296,train-clean-360,877,416,Godliness,"Winesburg, Ohio", F , Gigi Minden
134463,1463,train-clean-360,879,559,The Garden-House of Suliman the Red,Greenmantle, F , Vivian Bush
134493,237,test-clean,881,24,Part 2 (Neighboring Fields) Chapter 1,O Pioneers!, F , rachelellen
134592,770,train-clean-360,885,269,The Cobweb,Beasts and Super-Beasts, M , Justin S Barrett
134636,1607,train-clean-360,887,732,Chapter XVIII: Character of Constantine Pt. 2,History of the Decline and Fall of the Roman Empire Vol. II, M , Claude Banta
134686,1089,test-clean,890,4217,Ch3 Pt1,Portrait of the Artist as a Young Man, M , Peter Bobbe
134707,1001,train-clean-360,891,1322,Book 13,Leaves of Grass, M , Eric
134785,2498,train-clean-360,894,135,"Bk 02, ch. 11: What he does",Miserables Vol. 1, F , B. Grebe
134981,1182,train-clean-360,903,503,The Goose-Girl,Blue Fairy Book, M , Brett Condron
135020,1313,train-clean-360,909,956,Tik-Tok Tackles a Tough Task,Tik-Tok of Oz, M , Scott Sherris
135216,1165,train-clean-360,926,6709,The Finding of the Copper Cylinder,Strange Manuscript Found in a Copper Cylinder, M , Bob Graff
135249,188,train-clean-360,930,544,02 - The House of Dreams,Anne's House of Dreams, F , Mary Anderson
135580,1825,train-clean-360,941,6471,Chapter XVIII,Children of the New Forest, F , srshel
135635,1265,train-clean-360,942,580,"Records a touching Act of delicate Feeling not unmixed with Pleasantry, achieved and performed by Messrs. Dodson and Fogg",Pickwick Papers, M , Edward Elmer
135654,1392,train-clean-360,944,9662,Of Probability,Enquiry Concerning Human Understanding, M , Chris Masterson
135762,1290,train-clean-360,952,33,The Market-Place,Scarlet Letter, F , librarianite
135814,1195,train-clean-360,956,2441,"STRIPED CHIPMUNK AND HIS COUSINS -- The Chipmunk, Spermophiles, and Flying Squirrel.",Burgess Animal Book for Children, F , Jennette Selig
135883,1235,train-clean-100,958,5664,<b>The Merchant and the Genie</b>,"Arabian Nights Entertainments, Volume 01", M , Tim Gregory
135982,3607,train-clean-100,963,2814,05 - After the Race,Dubliners, M , Richard Wallis
136054,1313,train-clean-360,968,18891,Chapter 07,Dot and the Kangaroo, M , Scott Sherris
136271,1668,train-clean-360,981,6093,Our neighbours at The Poplars,Far Away and Long Ago, F , stepheather
136458,3094,train-clean-360,990,6593,Bk 18: Ch 12-13,"History of Tom Jones, A Foundling", F , moe
136483,188,train-clean-360,991,1450,A Waiting Game,Pollyanna, F , Mary Anderson
136532,251,dev-clean,994,19445,Part 4,Omnilingual, M , Mark Nelson
136610,2146,train-clean-360,999,733,Chapter XXX: Revolt Of The Goths Pt. I,History of the Decline and Fall of the Roman Empire Vol. III, M , Jeff Stuckey
136846,1456,train-clean-360,1011,8918,Part 7,Life of Samuel Johnson Vol. I, M , Jason Isbell
136983,1283,train-clean-360,1015,1000012,Chapter 2 - The Lair of the Wolf,Red Shadows, M , Paul Siegel
137004,1754,train-clean-360,1016,2600,Chapter 18,"War and Peace, Book 02: 1805", F , Joan Freeman
137106,543,train-clean-360,1023,8140,At The Graveside,"Lectures of Col. R.G. Ingersoll, Volume 1", M , Ted Delorme
137141,984,train-clean-360,1027,130,Chapter 1,Orthodoxy, M , J A Carter
137482,3170,dev-clean,1037,2981,Episode 4: Return to Venice. Chapter 18 part 1,Memoirs of Jacques Casanova Vol. 1, M , VOICEGUY
137572,1116,train-clean-100,1039,20830,Learning to Live Together,Good Housekeeping Marriage Book, F , Megan Stemm-Wade
137588,1322,train-clean-360,1041,1251,"Book 2, Chapters 1-6",Morte d'Arthur - Vol. 1, M , chris tierney
137739,3046,train-clean-360,1048,2781,12 - The Butterfly that Stamped,Just So Stories (version 3), F , Stephanie Land
137770,1259,train-clean-360,1049,2891,Chapter 31,Howards End, F , Elizabeth Klett
137823,251,dev-clean,1055,17985,The Earthquake,Tom Swift and the Visitor From Planet X, M , Mark Nelson
138028,2989,train-clean-100,1069,5946,04 - Chapters 6-7,Don Quixote - Vol. 2, F ," Jamie Strassenburg, Cypress, California"
138074,1296,train-clean-360,1072,2891,Chapter 7,Howards End (version 2), F , Gigi Minden
138113,1336,train-clean-360,1073,10659,Part 2,Camp of the Dog, M , Charlie Blakemore
138246,1263,train-clean-100,1078,83,20 Minutes Past Ten to 47 Minutes Past Ten P.M. (p. 108),Round the Moon, F , Leonie Rose
138289,1460,train-clean-360,1079,107,21 - Troubles in the Fold--A Message,Far from the Madding Crowd, F , E. Plein
138486,1571,train-clean-360,1086,2612,"Chapter XI, Part 10","History of England, from the Accession of James II - (Volume 3, Chapter 11)", M , Bob Tassinari
138545,949,train-clean-360,1091,16960,The Process of Colonization,"History of the United States, Vol. I", M , ontheroad
138617,1323,train-clean-360,1093,4583,Part 9,Dialogues Concerning Natural Religion, M , Leon Mire
138631,2319,train-clean-360,1094,2864,Chapter 10 - The Matchmaking Virtues of a Double Garden,Trumpet Major, M , Jack Farrell
138866,707,train-clean-360,1103,19500,Containing a Love Letter,Can You Forgive Her?, M , Jason Mayoff
139009,583,train-clean-360,1111,1142,Chapter 1,Typhoon, M , Russ Maxwell
139035,1776,train-clean-360,1113,3623,Chapter V.1-2,Golden Bough, M , Jim Eastman
139200,589,train-clean-360,1119,12239,Chapter IV,Dead Men's Money, F , Stephanie Konig
139290,1425,train-clean-360,1123,23,Chapter I,Narrative of the Life of Frederick Douglass, F , Jeanette Ferguson
139304,1363,train-clean-100,1124,12163,THE AWAKENING (1400 words),Sleeper Awakes, F , Tammy Sanders
139336,1160,train-clean-360,1126,3755,Ch. 1 Origin of Government in General,Common Sense, M , Gary Gilberd
139350,1556,train-clean-360,1127,3091,"Part 1, Chapter 9: The Evening of the Fifth of June",Eight Hundred Leagues on the Amazon, M , geofred
139387,1445,train-clean-360,1128,102,Swimming in Glory,Tragedy of Pudd'nhead Wilson, M , Michael Yard
139469,2002,train-clean-100,1133,18247,"16 Vol 2, Ch 05",Last Man, M , Larry Maddocks
139612,596,train-clean-360,1139,4018,The Story of the Old Man Who Made Withered Trees to Flower,Japanese Fairy Tales, F , Carol Goode
139681,1343,train-clean-360,1142,699,"England Under Harold the Second, and Conquered by the Normans",Child's History of England, F , Laura Koskinen
139717,1160,train-clean-360,1143,20203,Chapter  5 Early Friends in Philadelphia,Autobiography of Benjamin Franklin, M , Gary Gilberd
139733,1456,train-clean-360,1144,20795,Introduction,Cricket on the Hearth, M , Jason Isbell
139743,803,train-clean-360,1145,7477,Preface & The Bride of the Man-Horse,Book of Wonder, M , Greg Elmensdorp
139797,1472,train-clean-360,1149,14770,13 - A World of High Medical Knowledge,Life in a Thousand Worlds, F , Sarah Jennings
140040,1498,train-clean-360,1158,498,Ch. VI - Sunshine In A Shady Place,Rebecca of Sunnybrook Farm, F , Lori Hebel
140067,1482,train-clean-360,1159,1719,The Vision of the King,Ballad of the White Horse, M , Joshua B. Christensen
140221,1513,train-clean-360,1171,1635,0 Introduction,Ion, M , Simon-Peter Zak
140277,250,train-clean-100,1176,15082,Preface,Life of the Spirit and the Life of Today, F , Mary Reagan
140639,1754,train-clean-360,1192,8813,"Nover 8, '76 --- The Oaks and I",Specimen Days, F , Joan Freeman
140651,1552,train-clean-360,1193,2017,"Section 1, Chapters 1-4",Dhammapada, M , Roger Turnau
140718,3733,train-clean-360,1195,6124,11,"Pamela, or Virtue Rewarded", F , Melanie Schleeter McCalmont
140931,1603,train-clean-360,1202,21813,Chapter 7,Madman and The Pirate, M , Arouet
141083,1580,test-clean,1209,108,"The Adventure of the Three Students, part 1 (p. 144)",Return of Sherlock Holmes, F , TinyPines
141135,1552,train-clean-360,1211,944,03-2 - Maldonado,Voyage of the Beagle, M , Roger Turnau
141208,2039,train-clean-360,1212,5157,Chapter 13 Part 2 - OUR CRUISE ON THE LAKE TANGANIKA-- EXPLORATION OF THE NORTH-END OF THE LAKE--THE RUSIZI IS DISCOVERED TO ENTER INTO THE LAKE--,How I Found Livingstone, M , Anton
141231,1272,dev-clean,1215,21873,Chapter 01,Planet of the Damned, M , John Rose
141268,1226,train-clean-360,1217,21889,The Rebellion,Peter the Great, M , Russ Lemker
141320,1571,train-clean-360,1222,11231,Chapter 2,"Bartleby the Scrivener, A Story of Wall Street.", M , Bob Tassinari
141571,1634,train-clean-360,1238,8390,Chapter 4: Buddhism and the Peasant,Buddhism and Buddhists in China, M , daxm
141613,188,train-clean-360,1243,6100,Jimmy And The Green-Eyed Monster,Pollyanna Grows Up, F , Mary Anderson
141642,1535,train-clean-360,1244,338,THE TOAD AND THE BOY,Old Indian Legends, M , Robert Scott
141713,1603,train-clean-360,1250,18972,Chapter 10,Zadig or the Book of Fate, M , Arouet
141777,1263,train-clean-100,1254,19090,Chapter 5,Star Hunter, F , Leonie Rose
141791,1536,train-clean-360,1255,2612,"Chapter XII, Part 6","History of England, from the Accession of James II - (Volume 3, Chapter 12)", M , Marco
