Title,Poet,urls
Bluebird,Joyce Peseroff,https://www.poetryfoundation.org/poems/57965/bluebird
Year’s End,Richard Wilbur,https://www.poetryfoundation.org/poems/43052/years-end-56d221b9e6bd8
Barthes Tells the Story Wrong,Sridala Swami,https://www.poetryfoundation.org/poetrymagazine/poems/150272/barthes-tells-the-story-wrong
Antique,Robert Pinsky,https://www.poetryfoundation.org/poems/57102/antique-56d23a4272507
You Own It,Alice Fulton,https://www.poetryfoundation.org/poetrymagazine/poems/56466/you-own-it
kenyans/Michelangelo,Judith Goldman,https://www.poetryfoundation.org/poems/53507/kenyans-michelangelo
Marcus Aurelius Rose,Lisa Jarnot,https://www.poetryfoundation.org/poems/54883/marcus-aurelius-rose
The Visible World,Jorie Graham,https://www.poetryfoundation.org/poems/54783/the-visible-world
Yellow Dress,Amy Beeder,https://www.poetryfoundation.org/poetrymagazine/poems/42340/yellow-dress
"Dear Lacuna, Dear Lard",Paisley Rekdal,https://www.poetryfoundation.org/poetrymagazine/poems/42355/dear-lacuna-dear-lard
Second Mouth,Franny Choi,https://www.poetryfoundation.org/poetrymagazine/poems/56834/second-mouth
Day After Day of the Dead,Nathaniel Mackey,https://www.poetryfoundation.org/poems/56958/day-after-day-of-the-dead
Bright Copper Kettles,Vijay Seshadri,https://www.poetryfoundation.org/poetrymagazine/poems/54226/bright-copper-kettles
On Rebellion,Prageeta Sharma,https://www.poetryfoundation.org/poems/57806/on-rebellion
Moth,Atsuro Riley,https://www.poetryfoundation.org/poetrymagazine/poems/58559/moth-56d23d09dfa24
Edward Hopper Study: Hotel Room,Victoria Chang,https://www.poetryfoundation.org/poetrymagazine/poems/42378/edward-hopper-study-hotel-room
Some San Francisco Poems: Sections 5-10,George Oppen,https://www.poetryfoundation.org/poems/53225/some-san-francisco-poems-sections-5-10
Bright Pittsburgh Morning,Maurice Kilwein Guevara,https://www.poetryfoundation.org/poems/56813/bright-pittsburgh-morning
Middle Passage,Robert Hayden,https://www.poetryfoundation.org/poems/43076/middle-passage
The End,Emily Berry,https://www.poetryfoundation.org/poetrymagazine/poems/118582/the-end-58ecf9982ad9b
8 Minutes and 46 Seconds,Donna Aza Weir-Soley,https://www.poetryfoundation.org/poetrymagazine/poems/156076/8-minutes-and-46-seconds
[Immigration Headline],Javier Zamora,https://www.poetryfoundation.org/poetrymagazine/poems/150067/immigration-headline
[Immigration Headline],Javier Zamora,https://www.poetryfoundation.org/poetrymagazine/poems/150066/immigration-headline-5ce31b771668c
[Immigration Headline],Javier Zamora,https://www.poetryfoundation.org/poetrymagazine/poems/150065/immigration-headline-5ce31b094388a
Claustrophilia,Alice Fulton,https://www.poetryfoundation.org/poems/90152/claustrophilia
Breakfast with Thom Gunn,Randall Mann,https://www.poetryfoundation.org/poems/55028/breakfast-with-thom-gunn
Time in a Brown House,Mark Halliday,https://www.poetryfoundation.org/poems/55014/time-in-a-brown-house
Harold & the Purple Crayon,D. Gilson,https://www.poetryfoundation.org/poetrymagazine/poems/118554/harold-the-purple-crayon
Wide Receiver,Mark Halliday,https://www.poetryfoundation.org/poems/57656/wide-receiver
Angel Nafis,Angel Nafis,https://www.poetryfoundation.org/poetrymagazine/poems/90976/angel-nafis
April,Alicia Ostriker,https://www.poetryfoundation.org/poetrymagazine/poems/54357/april-56d2349bc5b0b
The Sun Rising,John Donne,https://www.poetryfoundation.org/poems/44129/the-sun-rising
To the Harbormaster,Frank O'Hara,https://www.poetryfoundation.org/poems/42661/to-the-harbormaster
Vixen,W. S. Merwin,https://www.poetryfoundation.org/poems/52824/vixen
Who kills my history,Joan Houlihan,https://www.poetryfoundation.org/poetrymagazine/poems/51945/who-kills-my-history
Butter,Elizabeth Alexander,https://www.poetryfoundation.org/poems/52416/butter-56d230df0abef
Hum for the Bolt,Jamaal May,https://www.poetryfoundation.org/poetrymagazine/poems/56186/hum-for-the-bolt
Of Late,George Starbuck,https://www.poetryfoundation.org/poetrymagazine/poems/30436/of-late
Divorced Fathers and Pizza Crusts,Mark Halliday,https://www.poetryfoundation.org/poems/55016/divorced-fathers-and-pizza-crusts
Macular Hole,Catherine Wagner,https://www.poetryfoundation.org/poems/54527/macular-hole
When the Devil Leads Us Home and Yells Surprise,Nikki Wallschlaeger,https://www.poetryfoundation.org/poetrymagazine/poems/148355/when-the-devil-leads-us-home-and-yells-surprise
“Majesty”,Keith Waldrop,https://www.poetryfoundation.org/poems/53184/majesty
Poem of Disconnected Parts,Robert Pinsky,https://www.poetryfoundation.org/poetrymagazine/poems/48075/poem-of-disconnected-parts
Sankt Georg,Michael Hofmann,https://www.poetryfoundation.org/poetrymagazine/poems/143910/sankt-georg
The Ghost of Heaven,Carolyn Forché,https://www.poetryfoundation.org/poetrymagazine/poems/54396/the-ghost-of-heaven
Gratophoph,Andrew Zawacki,https://www.poetryfoundation.org/poems/92751/gratophoph
Orpheus Alone,Mark Strand,https://www.poetryfoundation.org/poems/52171/orpheus-alone-56d2306dd3444
Meditation on a Grapefruit,Craig Arnold,https://www.poetryfoundation.org/poetrymagazine/poems/52980/meditation-on-a-grapefruit
James Schuyler,David Trinidad,https://www.poetryfoundation.org/poems/50897/james-schuyler
"june 8, the smiley barista remembers my name",Wo Chan,https://www.poetryfoundation.org/poetrymagazine/poems/151765/june-8-the-smiley-barista-remembers-my-name
On Alcohol,sam sax,https://www.poetryfoundation.org/poetrymagazine/poems/118565/on-alcohol
Unit of Measure,Sandra Beasley,https://www.poetryfoundation.org/poetrymagazine/poems/52653/unit-of-measure
"A Dead Thing That, in Dying, Feeds the Living",Donika Kelly,https://www.poetryfoundation.org/poetrymagazine/poems/147621/a-dead-thing-that-in-dying-feeds-the-living
Scallop Song,Anne Waldman,https://www.poetryfoundation.org/poems/43031/scallop-song
A Valediction:  Forbidding Mourning,John Donne,https://www.poetryfoundation.org/poems/44131/a-valediction-forbidding-mourning
this beginning may have always meant this end,Camille T. Dungy,https://www.poetryfoundation.org/poetrymagazine/poems/146230/this-beginning-may-have-always-meant-this-end
The Book of Equality,Daniel Borzutzky,https://www.poetryfoundation.org/poems/54592/the-book-of-equality
The Aureole,Nikky Finney,https://www.poetryfoundation.org/poems/55991/the-aureole
A Letter,Amrita Pritam,https://www.poetryfoundation.org/poetrymagazine/poems/54735/a-letter-56d2356ca0306
"The Window, at the Moment of Flame",Alicia Ostriker,https://www.poetryfoundation.org/poems/51283/the-window-at-the-moment-of-flame
24/7,Alan R. Shapiro,https://www.poetryfoundation.org/poetrymagazine/poems/51591/24-7
"Father, in Drawer",Lucie Brock-Broido,https://www.poetryfoundation.org/poetrymagazine/poems/55938/father-in-drawer
The Door,Robert Creeley,https://www.poetryfoundation.org/poetrymagazine/poems/27979/the-door-56d211ce63a5f
The Operation,Anne Sexton,https://www.poetryfoundation.org/poems/53113/the-operation-56d232209c14d
Page,Jane Hirshfield,https://www.poetryfoundation.org/poetrymagazine/poems/150760/page-5d549a1660754
La Marquise de Gloire,Mark Halliday,https://www.poetryfoundation.org/poems/57657/la-marquise-de-gloire
Hypersensitive Emanation,Will Alexander,https://www.poetryfoundation.org/poems/151435/hypersensitive-emanation
Medusa on Sansome and Pine,Tiffany Higgins,https://www.poetryfoundation.org/poetrymagazine/poems/56557/medusa-on-sansome-and-pine
20,Barbara Guest,https://www.poetryfoundation.org/poems/53129/20
I’m an Avid Skier,Jill Magi,https://www.poetryfoundation.org/poems/150547/im-an-avid-skier
Because I could not stop for Death – (479),Emily Dickinson,https://www.poetryfoundation.org/poems/47652/because-i-could-not-stop-for-death-479
The Other Side,Jennifer Elise Foerster,https://www.poetryfoundation.org/poems/144238/the-other-side
Gone Away Blues,Thomas McGrath,https://www.poetryfoundation.org/poems/53121/gone-away-blues
Reparations Redefinition: Bond,Marcus Wicker,https://www.poetryfoundation.org/poetrymagazine/poems/151147/reparations-redefinition-bond
The Clock in Literature,Aram Saroyan,https://www.poetryfoundation.org/poetrymagazine/poems/57984/the-clock-in-literature
from Dante Études: Book Three: In My Youth Not Unstaind,Robert Duncan,https://www.poetryfoundation.org/poems/53077/from-dante-etudes-book-three-in-my-youth-not-unstaind
An Animal Unfit for Living Unmolested,Ginger Ko,https://www.poetryfoundation.org/poems/149323/an-animal-unfit-for-living-unmolested
Twenty-four Logics in Memory of Lee Hickman,Michael Palmer,https://www.poetryfoundation.org/poems/54869/twenty-four-logics-in-memory-of-lee-hickman
Tarp,Rick Barot,https://www.poetryfoundation.org/poetrymagazine/poems/56241/tarp
We Used Our Words We Used What Words We Had,Franny Choi,https://www.poetryfoundation.org/poetrymagazine/poems/151512/we-used-our-words-we-used-what-words-we-had
Among the Gorgons,Michelle Boisseau,https://www.poetryfoundation.org/poetrymagazine/poems/55222/among-the-gorgons
Buried,Patricia Smith,https://www.poetryfoundation.org/poems/55707/buried
the mother,Gwendolyn Brooks,https://www.poetryfoundation.org/poems/43309/the-mother-56d2220767a02
Report from the black box,Bob Hicok,https://www.poetryfoundation.org/poetrymagazine/poems/53949/report-from-the-black-box
Another Story with a Burning Barn in It,Lisa Olstein,https://www.poetryfoundation.org/poems/51009/another-story-with-a-burning-barn-in-it
"Man In Boat, 1998",Vi Khi Nao,https://www.poetryfoundation.org/poems/145396/man-in-boat-1998
The Lost Pilot,James Tate,https://www.poetryfoundation.org/poems/47810/the-lost-pilot
A Negative of Snow,Chase Twichell,https://www.poetryfoundation.org/poems/51005/a-negative-of-snow
"The World Keeps Ending, and the World Goes On",Franny Choi,https://www.poetryfoundation.org/poetrymagazine/poems/151513/the-world-keeps-ending-and-the-world-goes-on
"""Our sweet companions-sharing your bunk and your bed""",Marina Tsvetaeva,https://www.poetryfoundation.org/poetrymagazine/poems/50908/our-sweet-companions-sharing-your-bunk-and-your-bed
Red Ghazal,Aimee Nezhukumatathil,https://www.poetryfoundation.org/poems/56133/red-ghazal
"Birdsong, face it, some male machine",Marianne Boruch,https://www.poetryfoundation.org/poetrymagazine/poems/51158/birdsong-face-it-some-male-machine
"Corydon & Alexis, Redux",D. A. Powell,https://www.poetryfoundation.org/poetrymagazine/poems/48771/corydon-alexis-redux
Your Other Heart,Natalie Shapero,https://www.poetryfoundation.org/poetrymagazine/poems/55653/your-other-heart
Rehearsal,Sara Peters,https://www.poetryfoundation.org/poetrymagazine/poems/56043/rehearsal-56d23831d7afb
Fierce Girl Playing Hopscotch,Alice Fulton,https://www.poetryfoundation.org/poetrymagazine/poems/36081/fierce-girl-playing-hopscotch
Requiem for a Nest,Wanda Coleman,https://www.poetryfoundation.org/poems/52931/requiem-for-a-nest
Grain Memory,Marlanda Dekine,https://www.poetryfoundation.org/poetrymagazine/poems/155929/grain-memory
Sestina: Like,A.E. Stallings,https://www.poetryfoundation.org/poetrymagazine/poems/56250/sestina-like
Object Lesson,Claire Schwartz,https://www.poetryfoundation.org/poetrymagazine/poems/151502/object-lesson-5dc04e2bb70da
Queen Christina,Randall Mann,https://www.poetryfoundation.org/poems/55024/queen-christina
Te Deum,Eleanor Ross Taylor,https://www.poetryfoundation.org/poetrymagazine/poems/53522/te-deum-56d232e07b38f
Why Poetry Cannot Be Skimmed,Jessica Jopp,https://www.poetryfoundation.org/poetrymagazine/poems/54345/why-poetry-cannot-be-skimmed
Elephant Armageddon,Gerard Malanga,https://www.poetryfoundation.org/poems/142206/elephant-armageddon
Progress Notes,Fady Joudah,https://www.poetryfoundation.org/poems/147093/progress-notes
crossword,Valzhyna Mort,https://www.poetryfoundation.org/poetrymagazine/poems/53146/crossword
At a Solemn Musick,Delmore Schwartz,https://www.poetryfoundation.org/poems/53081/at-a-solemn-musick
First Circle,Srikanth Reddy,https://www.poetryfoundation.org/poems/53715/first-circle
Heart’s Needle,W. D. Snodgrass,https://www.poetryfoundation.org/poems/42794/hearts-needle
Myth of the Mole,S.J. Fowler,https://www.poetryfoundation.org/poetrymagazine/poems/150930/myth-of-the-mole
Mac Flecknoe,John Dryden,https://www.poetryfoundation.org/poems/44181/mac-flecknoe
To Judgment: An Assay,Jane Hirshfield,https://www.poetryfoundation.org/poetrymagazine/poems/42037/to-judgment-an-assay
Silence,Billy Collins,https://www.poetryfoundation.org/poetrymagazine/poems/12577/silence
The Paris Mouse,Sandra M. Gilbert,https://www.poetryfoundation.org/poetrymagazine/poems/48696/the-paris-mouse
The Stick,Mark Waldron,https://www.poetryfoundation.org/poetrymagazine/poems/144391/the-stick-59bc02286d801
Jewel of India,Sadiqa de Meijer,https://www.poetryfoundation.org/poetrymagazine/poems/56318/jewel-of-india
immediately motionless likeness,Kirsten Ihns,https://www.poetryfoundation.org/poems/150097/immediately-motionless-likeness
Rope-a-Dope,Declan Ryan,https://www.poetryfoundation.org/poetrymagazine/poems/58287/rope-a-dope
Alone with the Goddess,Linda Gregg,https://www.poetryfoundation.org/poems/52237/alone-with-the-goddess
The Fourth Hour of the Night,Frank Bidart,https://www.poetryfoundation.org/poetrymagazine/poems/58086/the-fourth-hour-of-the-night
Lines Written on Nursery Wall,Sandra Simonds,https://www.poetryfoundation.org/poetrymagazine/poems/53612/lines-written-on-nursery-wall
Green Sees Things in Waves,August Kleinzahler,https://www.poetryfoundation.org/poems/51875/green-sees-things-in-waves
Foul Shots: A Clinic,William Matthews,https://www.poetryfoundation.org/poems/53230/foul-shots-a-clinic
A Supermarket in California,Allen Ginsberg,https://www.poetryfoundation.org/poems/47660/a-supermarket-in-california
The Waste Land,John Beer,https://www.poetryfoundation.org/poems/53663/the-waste-land-001
Prison Chaplain,Timothy Murphy,https://www.poetryfoundation.org/poetrymagazine/poems/53203/prison-chaplain
encasement (storage e),Rusty Morrison,https://www.poetryfoundation.org/poems/148662/encasement-storage-e
Landscape Made From Egg and Sperm,Sandra Simonds,https://www.poetryfoundation.org/poetrymagazine/poems/53613/landscape-made-from-egg-and-sperm
Ark in the Field,Joyce Peseroff,https://www.poetryfoundation.org/poems/57960/ark-in-the-field
Extreme Wisteria,Lucie Brock-Broido,https://www.poetryfoundation.org/poetrymagazine/poems/55939/extreme-wisteria
Waterlily Fire,Muriel Rukeyser,https://www.poetryfoundation.org/poems/54593/waterlily-fire
Two Guardians,Roberto Tejada,https://www.poetryfoundation.org/poems/91982/two-guardians
Monsoon Poem,Tishani Doshi,https://www.poetryfoundation.org/poetrymagazine/poems/142857/monsoon-poem
Terra Pericolosa,Celina Su,https://www.poetryfoundation.org/poems/147707/terra-pericolosa
In Chicano Park,David Tomas Martinez,https://www.poetryfoundation.org/poems/57909/in-chicano-park
The Labor of Stagger Lee: Boar,Douglas Kearney,https://www.poetryfoundation.org/poetrymagazine/poems/56090/the-labor-of-stagger-lee-boar
The News,Katie Peterson,https://www.poetryfoundation.org/poems/57768/the-news-56d23b91d0f08
The Double Image,Anne Sexton,https://www.poetryfoundation.org/poems/53110/the-double-image
Boylesque,C. R. Grimmer,https://www.poetryfoundation.org/poetrymagazine/poems/150768/boylesque
"Manifesto, or Ars Poetica #2",Krista Franklin,https://www.poetryfoundation.org/poetrymagazine/poems/58048/manifesto-or-ars-poetica-2
Tarantulas on the Lifebuoy,Thomas Lux,https://www.poetryfoundation.org/poems/48483/tarantulas-on-the-lifebuoy
Sea Foam Palace,Amy Gerstler,https://www.poetryfoundation.org/poetrymagazine/poems/56098/sea-foam-palace
Homage: Vallejo,Ishion Hutchinson,https://www.poetryfoundation.org/poetrymagazine/poems/56874/homage-vallejo
Garden of Eden,Tracy K. Smith,https://www.poetryfoundation.org/poems/147466/garden-of-eden
At the Vietnam Center and Archive,Hai-Dang Phan,https://www.poetryfoundation.org/poems/92717/at-the-vietnam-center-and-archive
Akiba,Muriel Rukeyser,https://www.poetryfoundation.org/poems/54595/akiba
Rain on Tin,Rodney Jones,https://www.poetryfoundation.org/poems/51740/rain-on-tin
A Perfect Mess,Mary Karr,https://www.poetryfoundation.org/poetrymagazine/poems/55940/a-perfect-mess
Archery,Carl Phillips,https://www.poetryfoundation.org/poetrymagazine/poems/153792/archery-5ed6f65e9da61
Bitch Is a Word I Hear A Lot,Kim Parko,https://www.poetryfoundation.org/poems/148206/bitch-is-a-word-i-hear-a-lot
Study of Two Figures (Pasiphaë/Sado),Monica Youn,https://www.poetryfoundation.org/poetrymagazine/poems/148962/study-of-two-figures-pasipha-sado
"From “summer, somewhere”",Danez Smith,https://www.poetryfoundation.org/poetrymagazine/poems/58645/from-summer-somewhere
The Walrus and the Carpenter,Lewis Carroll,https://www.poetryfoundation.org/poems/43914/the-walrus-and-the-carpenter-56d222cbc80a9
"If  gold, your figure as mirror on the ground is",Khadijah Queen,https://www.poetryfoundation.org/poetrymagazine/poems/147960/if-gold-your-figure-as-mirror-on-the-ground-is
Her Name is Rose,Peter Pereira,https://www.poetryfoundation.org/poems/51012/her-name-is-rose
Belonging as Consequence: On Poetry,Prageeta Sharma,https://www.poetryfoundation.org/poems/57807/belonging-as-consequence-on-poetry
When I Am Asked,Lisel Mueller,https://www.poetryfoundation.org/poetrymagazine/poems/36931/when-i-am-asked
Obit,Victoria Chang,https://www.poetryfoundation.org/poetrymagazine/poems/147140/obit
Umpaowastewin,Margaret Noodin,https://www.poetryfoundation.org/poetrymagazine/poems/58648/umpaowastewin
Idem the Same: A Valentine to Sherwood Anderson,Gertrude Stein,https://www.poetryfoundation.org/poems/55213/idem-the-same-a-valentine-to-sherwood-anderson
When You Are Old,William Butler Yeats,https://www.poetryfoundation.org/poems/43283/when-you-are-old
Fountain,Ari Banias,https://www.poetryfoundation.org/poetrymagazine/poems/147871/fountain
What Do You Call,Cornelius Eady,https://www.poetryfoundation.org/poems/90738/what-do-you-call
Twelve,Lynn Melnick,https://www.poetryfoundation.org/poetrymagazine/poems/147130/twelve
Psalm for Mary Jane Veloso,Barbara Jane Reyes,https://www.poetryfoundation.org/poems/144228/psalm-for-mary-jane-veloso
The Gaffe,C. K. Williams,https://www.poetryfoundation.org/poetrymagazine/poems/43222/the-gaffe
Maqam,Zeina Hashem Beck,https://www.poetryfoundation.org/poetrymagazine/poems/92391/maqam
After The Pillow Book,Peter Pereira,https://www.poetryfoundation.org/poems/50831/after-the-pillow-book
Discipline Park,Toby Altman,https://www.poetryfoundation.org/poems/147984/discipline-park
How to Continue,John Ashbery,https://www.poetryfoundation.org/poems/52163/how-to-continue
Pastorals in the Atrium,Sadiqa de Meijer,https://www.poetryfoundation.org/poetrymagazine/poems/56316/pastorals-in-the-atrium
It’s That Time,W. S. Di Piero,https://www.poetryfoundation.org/poetrymagazine/poems/54550/its-that-time
La Bestia / The Beast,Juan Delgado,https://www.poetryfoundation.org/poems/142214/la-bestia-the-beast
Landscape with Scavengers and Bonelight,Chris Dombrowski,https://www.poetryfoundation.org/poetrymagazine/poems/51080/landscape-with-scavengers-and-bonelight
Goats,Eugénio de Andrade,https://www.poetryfoundation.org/poetrymagazine/poems/54751/goats-56d23578edc58
The Next Last One,Frank Sherlock,https://www.poetryfoundation.org/poetrymagazine/poems/148089/the-next-last-one
Come in from the Rain,Tim Dlugos,https://www.poetryfoundation.org/poetrymagazine/poems/52660/come-in-from-the-rain
Fugue,Peter Pereira,https://www.poetryfoundation.org/poems/51116/fugue-56d22ea67c3b6
Poem,Jill Alexander Essbaum,https://www.poetryfoundation.org/poetrymagazine/poems/53139/poem-56d2322bc1b1d
Tenor,Luther Hughes,https://www.poetryfoundation.org/poetrymagazine/poems/148369/tenor
Poem about People,Robert Pinsky,https://www.poetryfoundation.org/poems/47835/poem-about-people
Precision German Craftsmanship,Matthew Rohrer,https://www.poetryfoundation.org/poems/54438/precision-german-craftsmanship
Picking up Your Spilled Pills off the Floor Is Briefly Humbling,Ben Fama,https://www.poetryfoundation.org/poems/145219/picking-up-your-spilled-pills-off-the-floor-is-briefly-humbling
"You Can Take Off   Your Sweater, I’ve Made Today Warm",Paige Lewis,https://www.poetryfoundation.org/poetrymagazine/poems/145218/you-can-take-off-your-sweater-ive-made-today-warm
Inner Life,Srikanth Reddy,https://www.poetryfoundation.org/poems/53716/inner-life
Limits,Eleanor Ross Taylor,https://www.poetryfoundation.org/poetrymagazine/poems/53520/limits-56d232df9312e
Once upon a Time,Anthony Madrid,https://www.poetryfoundation.org/poetrymagazine/poems/55483/once-upon-a-time
The Book of Yeezus,Julian Randall,https://www.poetryfoundation.org/poetrymagazine/poems/151474/the-book-of-yeezus
I Covered a Great Distance Without Effort,Jeffrey Jullich,https://www.poetryfoundation.org/poems/53653/i-covered-a-great-distance-without-effort
The People of the Other Village,Thomas Lux,https://www.poetryfoundation.org/poems/48485/the-people-of-the-other-village
Of Being Numerous: Sections 1-22,George Oppen,https://www.poetryfoundation.org/poems/53223/of-being-numerous-sections-1-22
Fable,Tom Sleigh,https://www.poetryfoundation.org/poetrymagazine/poems/42448/fable-56d220fa1c490
The Shadow on the Stone,Thomas Hardy,https://www.poetryfoundation.org/poems/48729/the-shadow-on-the-stone
The Blue Booby,James Tate,https://www.poetryfoundation.org/poetrymagazine/poems/31197/the-blue-booby
The Minister of Culture Gets His Wish,Mark Strand,https://www.poetryfoundation.org/poetrymagazine/poems/54268/the-minister-of-culture-gets-his-wish
What to Do If You Find a Dead Hobbit in Your Garden,Murray Edmond,https://www.poetryfoundation.org/poetrymagazine/poems/145491/what-to-do-if-you-find-a-dead-hobbit-in-your-garden
Ross: Children of the Ghetto,George Szirtes,https://www.poetryfoundation.org/poetrymagazine/poems/50739/ross-children-of-the-ghetto
Dulce et Decorum Est,Wilfred Owen,https://www.poetryfoundation.org/poems/46560/dulce-et-decorum-est
Goosestep,Tomás Q. Morín,https://www.poetryfoundation.org/poetrymagazine/poems/56641/goosestep
Mirrors at 4 a.m.,Charles Simic,https://www.poetryfoundation.org/poems/55186/mirrors-at-4-am
Living Among the Dead,William Matthews,https://www.poetryfoundation.org/poems/53227/living-among-the-dead
The Situation,Jack Underwood,https://www.poetryfoundation.org/poetrymagazine/poems/152121/the-situation
Ekphrasis With Toothing Chainsaw in Unnamed Halhul Vineyard,George Abraham,https://www.poetryfoundation.org/poems/150570/ekphrasis-with-toothing-chainsaw-in-unnamed-halhul-vineyard
Canary,Rita Dove,https://www.poetryfoundation.org/poems/43359/canary
Sitting Outside at the End of Autumn,Charles Wright,https://www.poetryfoundation.org/poems/50614/sitting-outside-at-the-end-of-autumn
An After Hour,Brenda Coultas,https://www.poetryfoundation.org/poems/145212/an-after-hour
An Apparatus,Keith Waldrop,https://www.poetryfoundation.org/poems/53183/an-apparatus
In Every Life,Alicia Ostriker,https://www.poetryfoundation.org/poetrymagazine/poems/54359/in-every-life
You Cannot Stand Against Giant Baba,W. Todd Kaneko,https://www.poetryfoundation.org/poems/145623/you-cannot-stand-against-giant-baba
"We Are Saying Yes, But Who Are We to Say",Khaled Mattawa,https://www.poetryfoundation.org/poems/150145/we-are-saying-yes-but-who-are-we-to-say-
"If I Told Him, A Completed Portrait of Picasso",Gertrude Stein,https://www.poetryfoundation.org/poems/55215/if-i-told-him-a-completed-portrait-of-picasso
You've Got to Start Somewhere,Deborah Landau,https://www.poetryfoundation.org/poems/58066/youve-got-to-start-somewhere
One Home,William E. Stafford,https://www.poetryfoundation.org/poems/42780/one-home
What I Have,Seth Abramson,https://www.poetryfoundation.org/poetrymagazine/poems/52273/what-i-have
Alteration Finds,Geoffrey Brock,https://www.poetryfoundation.org/poetrymagazine/poems/55400/alteration-finds
Burial Practice,Srikanth Reddy,https://www.poetryfoundation.org/poems/53714/burial-practice
In the Basement of the Goodwill Store,Ted Kooser,https://www.poetryfoundation.org/poems/42631/in-the-basement-of-the-goodwill-store
A Tale,Louise Bogan,https://www.poetryfoundation.org/poems/43692/a-tale
First Fall,Maggie Smith,https://www.poetryfoundation.org/poems/146751/first-fall
Love Song,Mary Carolyn Davies,https://www.poetryfoundation.org/poems/50549/love-song-56d22dba19813
Maine Coast,Lillian-Yvonne Bertram,https://www.poetryfoundation.org/poems/90623/maine-coast
Featuring Tonight at the Street Hustler’s Circus: The Girls,Faylita Hicks,https://www.poetryfoundation.org/poetrymagazine/poems/148108/featuring-tonight-at-the-street-hustlers-circus-the-girls
Like Judith Slaying Holofernes,Paul Tran,https://www.poetryfoundation.org/poetrymagazine/poems/148383/like-judith-slaying-holofernes
My Boyfriend,Camille Guthrie,https://www.poetryfoundation.org/poems/49197/my-boyfriend
The Hypnotist's Daughter,Lisa Olstein,https://www.poetryfoundation.org/poems/51010/the-hypnotists-daughter
Creative Writing,Miroslav Holub,https://www.poetryfoundation.org/poetrymagazine/poems/50913/creative-writing
“Any fool can get into an ocean . . .”,Jack Spicer,https://www.poetryfoundation.org/poetrymagazine/poems/51258/any-fool-can-get-into-an-ocean-
Poem,Lucy Ives,https://www.poetryfoundation.org/poems/58034/poem-56d23c0eb6be0
Chinese Dream 14,Timothy Yu,https://www.poetryfoundation.org/poems/92780/chinese-dream-14
Observer,Nate Klug,https://www.poetryfoundation.org/poetrymagazine/poems/56401/observer
Singular Dream,Mary Ruefle,https://www.poetryfoundation.org/poetrymagazine/poems/91687/singular-dream
Reading Ovid at the Plastic Surgeon’s,Emilia Phillips,https://www.poetryfoundation.org/poetrymagazine/poems/56638/reading-ovid-at-the-plastic-surgeons
Mourning,Carolyn Forché,https://www.poetryfoundation.org/poetrymagazine/poems/90645/mourning-57d18c2f7cfb2
This Room,John Ashbery,https://www.poetryfoundation.org/poems/52165/this-room-56d2306b75e91
The Rolling Saint,Aimee Nezhukumatathil,https://www.poetryfoundation.org/poems/56131/the-rolling-saint
The Mask Now,Jorie Graham,https://www.poetryfoundation.org/poetrymagazine/poems/91310/the-mask-now
Facing It,Yusef Komunyakaa,https://www.poetryfoundation.org/poems/47867/facing-it
rudie can't fail in south padre,Quraysh Ali Lansana,https://www.poetryfoundation.org/poems/91979/rudie-can39t-fail-in-south-padre
Aperture,Jennifer Tonge,https://www.poetryfoundation.org/poetrymagazine/poems/42417/aperture
Phantom,Ali Power,https://www.poetryfoundation.org/poems/147990/phantom-5bb282c5e895c
The Same City,Terrance Hayes,https://www.poetryfoundation.org/poems/48954/the-same-city
Ghost of a Trance,Nathaniel Mackey,https://www.poetryfoundation.org/poems/56960/ghost-of-a-trance
An Arundel Tomb,Philip Larkin,https://www.poetryfoundation.org/poems/47594/an-arundel-tomb
Developers,Alice Lyons,https://www.poetryfoundation.org/poetrymagazine/poems/55198/developers
Testament,Connie Voisine,https://www.poetryfoundation.org/poetrymagazine/poems/53621/testament-56d23313311e2
"It includes the butterfly and the rat, the shit",Marianne Boruch,https://www.poetryfoundation.org/poetrymagazine/poems/51157/it-includes-the-butterfly-and-the-rat-the-shit
The Manhattan Project,Spencer Reece,https://www.poetryfoundation.org/poetrymagazine/poems/54823/the-manhattan-project
Andererway,Sophia Dahlin,https://www.poetryfoundation.org/poems/147709/andererway
A Story About Chicken Soup,Louis Simpson,https://www.poetryfoundation.org/poems/54196/a-story-about-chicken-soup
Letter to My Father,Martín Espada,https://www.poetryfoundation.org/poetrymagazine/poems/146049/letter-to-my-father
Perihan,Sara Deniz Akant,https://www.poetryfoundation.org/poems/142213/perihan
Erstwhile Harbinger Auspices,Matthew Zapruder,https://www.poetryfoundation.org/poems/54297/erstwhile-harbinger-auspices-56d2347b43161
I Told You I Was Sick,Elaine Kahn,https://www.poetryfoundation.org/poems/146138/i-told-you-i-was-sick-
Atmosphere,A. V. Christie,https://www.poetryfoundation.org/poetrymagazine/poems/52964/atmosphere-56d231dab23df
"In My Sights, Sister",Rachel Galvin,https://www.poetryfoundation.org/poems/91899/in-my-sights-sister
anti-immigration,Evie Shockley,https://www.poetryfoundation.org/poems/151252/anti-immigration-
The Weight,Linda Gregg,https://www.poetryfoundation.org/poems/52236/the-weight
The Accounts,Katie Peterson,https://www.poetryfoundation.org/poems/57647/the-accounts
Revelations in the Key of K,Mary Karr,https://www.poetryfoundation.org/poetrymagazine/poems/42450/revelations-in-the-key-of-k
